#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
316217	3925	3312	110119	109544	RP1-125I3.5	-	STMN1	HSPA8	C1orf215|LAP18|Lag|OP18|PP17|PP19|PR22|SMN	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Reconstituted Complex	physical	Manceau V (1999)	10197448	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316230	2806	3312	109068	109544	-	-	GOT2	HSPA8	KAT4|KATIV|mitAAT	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Reconstituted Complex	physical	Lain B (1995)	7559589	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316588	10273	3312	115563	109544	LA16c-313D11.6	-	STUB1	HSPA8	CHIP|HSPABP2|NY-CO-7|SCAR16|SDCCAG7|UBOX1	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Reconstituted Complex	physical	Ballinger CA (1999)	10330192	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316593	10273	3312	115563	109544	LA16c-313D11.6	-	STUB1	HSPA8	CHIP|HSPABP2|NY-CO-7|SCAR16|SDCCAG7|UBOX1	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Affinity Capture-Western	physical	Ballinger CA (1999)	10330192	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316597	10273	3312	115563	109544	LA16c-313D11.6	-	STUB1	HSPA8	CHIP|HSPABP2|NY-CO-7|SCAR16|SDCCAG7|UBOX1	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Two-hybrid	physical	Ballinger CA (1999)	10330192	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316674	3297	3312	109530	109544	-	-	HSF1	HSPA8	HSTF1	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Reconstituted Complex	physical	Nunes SL (1995)	7639722	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
317101	573	3312	107049	109544	RP11-326F20.2	-	BAG1	HSPA8	BAG-1|HAP|RAP46	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Reconstituted Complex	physical	Takayama S (1997)	9305631	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
317102	573	3312	107049	109544	RP11-326F20.2	-	BAG1	HSPA8	BAG-1|HAP|RAP46	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Affinity Capture-Western	physical	Takayama S (1997)	9305631	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
317292	5071	3312	111105	109544	KB-152G3.1	-	PARK2	HSPA8	AR-JP|LPRS2|PDJ|PRKN	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Affinity Capture-Western	physical	Imai Y (2002)	12150907	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
317299	2861	3312	109119	109544	-	-	GPR37	HSPA8	EDNRBL|PAELR|hET(B)R-LP	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Affinity Capture-Western	physical	Imai Y (2002)	12150907	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
317310	5071	3312	111105	109544	KB-152G3.1	-	PARK2	HSPA8	AR-JP|LPRS2|PDJ|PRKN	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Reconstituted Complex	physical	Imai Y (2002)	12150907	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
317971	988	3312	107424	109544	RP1-319D22.1	-	CDC5L	HSPA8	CDC5|CDC5-LIKE|CEF1|PCDC5RP|dJ319D22.1	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Affinity Capture-MS	physical	Ajuh P (2000)	11101529	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
317999	988	3312	107424	109544	RP1-319D22.1	-	CDC5L	HSPA8	CDC5|CDC5-LIKE|CEF1|PCDC5RP|dJ319D22.1	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Co-purification	physical	Ajuh P (2000)	11101529	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
320479	9146	3312	114593	109544	-	-	HGS	HSPA8	HRS	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Reconstituted Complex	physical	Pridgeon JW (2009)	19019082	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
328054	3184	3312	109425	109544	-	-	HNRNPD	HSPA8	AUF1|AUF1A|HNRPD|P37|hnRNPD0	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Affinity Capture-Western	physical	Sinsimer KS (2008)	18573886	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
331129	4137	3312	110308	109544	-	-	MAPT	HSPA8	DDPAC|FTDP-17|MAPTL|MSTD|MTBT1|MTBT2|PPND|PPP1R103|TAU	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Affinity Capture-Western	physical	Elliott E (2007)	17954934	9606	9606	Low Throughput	-	-	-	not confirmed human	-	BIOGRID
331133	573	3312	107049	109544	RP11-326F20.2	-	BAG1	HSPA8	BAG-1|HAP|RAP46	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Reconstituted Complex	physical	Elliott E (2007)	17954934	9606	9606	Low Throughput	-	-	-	not confirmed human	-	BIOGRID
424789	8607	3312	114166	109544	-	-	RUVBL1	HSPA8	ECP54|INO80H|NMP238|PONTIN|Pontin52|RVB1|TIH1|TIP49|TIP49A	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Affinity Capture-MS	physical	Jeronimo C (2007)	17643375	9606	9606	High Throughput	0.999392	-	-	-	-	BIOGRID
424939	11321	3312	116452	109544	HUSSY-23	-	GPN1	HSPA8	ATPBD1A|MBDIN|NTPBP|RPAP4|XAB1	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Affinity Capture-MS	physical	Jeronimo C (2007)	17643375	9606	9606	High Throughput	0.987036	-	-	-	-	BIOGRID
424981	26015	3312	117487	109544	-	-	RPAP1	HSPA8	-	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Affinity Capture-MS	physical	Jeronimo C (2007)	17643375	9606	9606	High Throughput	0.970168	-	-	-	-	BIOGRID
428269	29993	3312	119018	109544	RP11-375E1__A.1	-	PACSIN1	HSPA8	SDPI	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Affinity Capture-MS	physical	Linkermann A (2009)	19041431	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
428280	11252	3312	116413	109544	AL049758.1	-	PACSIN2	HSPA8	SDPII	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Affinity Capture-MS	physical	Linkermann A (2009)	19041431	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
428292	29763	3312	118896	109544	-	-	PACSIN3	HSPA8	SDPIII	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Affinity Capture-MS	physical	Linkermann A (2009)	19041431	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
437484	83933	3312	123818	109544	RP3-402G11.7	-	HDAC10	HSPA8	HD10	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Affinity Capture-Western	physical	Lai IL (2010)	20032463	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
437485	83933	3312	123818	109544	RP3-402G11.7	-	HDAC10	HSPA8	HD10	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Reconstituted Complex	physical	Lai IL (2010)	20032463	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
437556	1956	3312	108276	109544	-	-	EGFR	HSPA8	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	PCA	physical	Deribe YL (2009)	20029029	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
437638	4486	3312	110592	109544	-	-	MST1R	HSPA8	CD136|CDw136|PTK8|RON	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Affinity Capture-Western	physical	Germano S (2006)	16740632	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
438020	3312	7415	109544	113258	-	-	HSPA8	VCP	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	Affinity Capture-Western	physical	Vij N (2006)	16621797	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
442420	64326	3312	122136	109544	RP11-318C24.3	-	RFWD2	HSPA8	COP1|RNF200	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Affinity Capture-MS	physical	Yi C (2006)	16497536	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
465045	2099	3312	108403	109544	RP1-130E4.1	-	ESR1	HSPA8	ER|ESR|ESRA|ESTRR|Era|NR3A1	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Affinity Capture-Western	physical	Fan M (2005)	16037132	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
470930	1080	3312	107506	109544	tcag7.78	-	CFTR	HSPA8	ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Affinity Capture-Western	physical	Younger JM (2004)	15611333	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
