#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
121960	3537	6449	109753	112347	-	-	IGLC1	SGTA	IGLC	SGT|alphaSGT|hSGT	Two-hybrid	physical	Rual JF (2005)	16189514	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
258901	2690	6449	108957	112347	-	-	GHR	SGTA	GHBP	SGT|alphaSGT|hSGT	Reconstituted Complex	physical	Schantl JA (2003)	12735788	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
258902	6449	2690	112347	108957	-	-	SGTA	GHR	SGT|alphaSGT|hSGT	GHBP	Affinity Capture-Western	physical	Schantl JA (2003)	12735788	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
258903	2690	6449	108957	112347	-	-	GHR	SGTA	GHBP	SGT|alphaSGT|hSGT	Affinity Capture-MS	physical	Schantl JA (2003)	12735788	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
271676	6449	5217	112347	111238	-	-	SGTA	PFN2	SGT|alphaSGT|hSGT	D3S1319E|PFL	Two-hybrid	physical	Stelzl U (2005)	16169070	9606	9606	High Throughput	4.0	-	-	-	-	BIOGRID
271803	6449	5764	112347	111731	-	-	SGTA	PTN	SGT|alphaSGT|hSGT	HARP|HBGF8|HBNF|NEGF1	Two-hybrid	physical	Stelzl U (2005)	16169070	9606	9606	High Throughput	5.0	-	-	-	-	BIOGRID
280242	3308	6449	109540	112347	-	-	HSPA4	SGTA	APG-2|HEL-S-5a|HS24/P52|HSPH2|RY|hsp70|hsp70RY	SGT|alphaSGT|hSGT	Far Western	physical	Angeletti PC (2002)	12482202	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
280243	6449	3320	112347	109552	-	-	SGTA	HSP90AA1	SGT|alphaSGT|hSGT	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Far Western	physical	Angeletti PC (2002)	12482202	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
423368	8266	6449	113885	112347	XX-FW89031B12.1	-	UBL4A	SGTA	DX254E|DXS254E|G6PD|GDX|GET5|MDY2|TMA24|UBL4	SGT|alphaSGT|hSGT	Affinity Capture-MS	physical	Sowa ME (2009)	19615732	9606	9606	High Throughput	12.24	-	-	exogenous expression of bait	-	BIOGRID
559864	91445	6449	124834	112347	-	-	RNF185	SGTA	-	SGT|alphaSGT|hSGT	Affinity Capture-MS	physical	Iioka H (2007)	17558393	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
560896	7316	6449	113164	112347	-	-	UBC	SGTA	HMG20	SGT|alphaSGT|hSGT	Affinity Capture-MS	physical	Matsumoto M (2005)	16196087	9606	9606	High Throughput	-	-	-	#LPPI|Likely protein-protein interaction|native only	-	BIOGRID
601626	5507	6449	111500	112347	-	-	PPP1R3C	SGTA	PPP1R5	SGT|alphaSGT|hSGT	Two-hybrid	physical	Vinayagam A (2011)	21900206	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
678520	6696	6449	112574	112347	PSEC0156	-	SPP1	SGTA	BNSP|BSPI|ETA-1|OPN	SGT|alphaSGT|hSGT	Two-hybrid	physical	Long P (2012)	22779921	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
697634	6449	3312	112347	109544	-	-	SGTA	HSPA8	SGT|alphaSGT|hSGT	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Affinity Capture-Western	physical	Winnefeld M (2006)	16777091	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
697635	6449	3308	112347	109540	-	-	SGTA	HSPA4	SGT|alphaSGT|hSGT	APG-2|HEL-S-5a|HS24/P52|HSPH2|RY|hsp70|hsp70RY	Affinity Capture-Western	physical	Winnefeld M (2006)	16777091	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
697636	6449	7917	112347	113647	-	DADB-70P7.10-021	SGTA	BAG6	SGT|alphaSGT|hSGT	BAG-6|BAT3|D6S52E|G3	Affinity Capture-Western	physical	Winnefeld M (2006)	16777091	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
746637	10421	6449	115690	112347	-	-	CD2BP2	SGTA	FWP010|LIN1|PPP1R59|Snu40|U5-52K	SGT|alphaSGT|hSGT	Co-fractionation	physical	Havugimana PC (2012)	22939629	9606	9606	High Throughput	1.0	-	-	Denoised score >= 0.75	-	BIOGRID
746976	10768	6449	115987	112347	-	-	AHCYL1	SGTA	DCAL|IRBIT|PPP1R78|PRO0233|XPVKONA	SGT|alphaSGT|hSGT	Co-fractionation	physical	Havugimana PC (2012)	22939629	9606	9606	High Throughput	0.957	-	-	Denoised score >= 0.75	-	BIOGRID
748037	25804	6449	117336	112347	-	-	LSM4	SGTA	GRP|YER112W	SGT|alphaSGT|hSGT	Co-fractionation	physical	Havugimana PC (2012)	22939629	9606	9606	High Throughput	0.891	-	-	Denoised score >= 0.75	-	BIOGRID
749944	5255	6449	111273	112347	-	-	PHKA1	SGTA	PHKA	SGT|alphaSGT|hSGT	Co-fractionation	physical	Havugimana PC (2012)	22939629	9606	9606	High Throughput	0.828	-	-	Denoised score >= 0.75	-	BIOGRID
750238	10815	6449	116028	112347	-	-	CPLX1	SGTA	CPX-I|CPX1	SGT|alphaSGT|hSGT	Co-fractionation	physical	Havugimana PC (2012)	22939629	9606	9606	High Throughput	0.821	-	-	Denoised score >= 0.75	-	BIOGRID
752121	159	6449	106668	112347	RP11-518L10.4	-	ADSS	SGTA	ADEH|ADSS 2	SGT|alphaSGT|hSGT	Co-fractionation	physical	Havugimana PC (2012)	22939629	9606	9606	High Throughput	0.785	-	-	Denoised score >= 0.75	-	BIOGRID
753001	6449	23137	112347	116754	-	-	SGTA	SMC5	SGT|alphaSGT|hSGT	SMC5L1	Co-fractionation	physical	Havugimana PC (2012)	22939629	9606	9606	High Throughput	0.772	-	-	Denoised score >= 0.75	-	BIOGRID
753470	11034	6449	116223	112347	-	-	DSTN	SGTA	ACTDP|ADF|HEL32|bA462D18.2	SGT|alphaSGT|hSGT	Co-fractionation	physical	Havugimana PC (2012)	22939629	9606	9606	High Throughput	0.765	-	-	Denoised score >= 0.75	-	BIOGRID
753645	5198	6449	111221	112347	-	-	PFAS	SGTA	FGAMS|FGAR-AT|FGARAT|PURL	SGT|alphaSGT|hSGT	Co-fractionation	physical	Havugimana PC (2012)	22939629	9606	9606	High Throughput	0.762	-	-	Denoised score >= 0.75	-	BIOGRID
753829	10484	6449	115747	112347	-	-	SEC23A	SGTA	CLSD	SGT|alphaSGT|hSGT	Co-fractionation	physical	Havugimana PC (2012)	22939629	9606	9606	High Throughput	0.76	-	-	Denoised score >= 0.75	-	BIOGRID
754537	8942	6449	114454	112347	-	-	KYNU	SGTA	KYNUU	SGT|alphaSGT|hSGT	Co-fractionation	physical	Havugimana PC (2012)	22939629	9606	9606	High Throughput	0.75	-	-	Denoised score >= 0.75	-	BIOGRID
836511	8266	6449	113885	112347	XX-FW89031B12.1	-	UBL4A	SGTA	DX254E|DXS254E|G6PD|GDX|GET5|MDY2|TMA24|UBL4	SGT|alphaSGT|hSGT	Affinity Capture-MS	physical	Xu Y (2012)	23246001	9606	9606	High Throughput	-	-	-	Flag-tagged Ubl4a together with His-Bag6 is used to pull down interacting proteins which are identified by MS	-	BIOGRID
836712	8266	6449	113885	112347	XX-FW89031B12.1	-	UBL4A	SGTA	DX254E|DXS254E|G6PD|GDX|GET5|MDY2|TMA24|UBL4	SGT|alphaSGT|hSGT	Affinity Capture-Western	physical	Xu Y (2012)	23246001	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
836713	6449	7917	112347	113647	-	DADB-70P7.10-021	SGTA	BAG6	SGT|alphaSGT|hSGT	BAG-6|BAT3|D6S52E|G3	Affinity Capture-Western	physical	Xu Y (2012)	23246001	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
836714	6449	8266	112347	113885	-	XX-FW89031B12.1	SGTA	UBL4A	SGT|alphaSGT|hSGT	DX254E|DXS254E|G6PD|GDX|GET5|MDY2|TMA24|UBL4	Affinity Capture-Western	physical	Xu Y (2012)	23246001	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
836715	8266	6449	113885	112347	XX-FW89031B12.1	-	UBL4A	SGTA	DX254E|DXS254E|G6PD|GDX|GET5|MDY2|TMA24|UBL4	SGT|alphaSGT|hSGT	Reconstituted Complex	physical	Xu Y (2012)	23246001	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
836716	7917	6449	113647	112347	DADB-70P7.10-021	-	BAG6	SGTA	BAG-6|BAT3|D6S52E|G3	SGT|alphaSGT|hSGT	Affinity Capture-Western	physical	Xu Y (2012)	23246001	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
836717	8266	6449	113885	112347	XX-FW89031B12.1	-	UBL4A	SGTA	DX254E|DXS254E|G6PD|GDX|GET5|MDY2|TMA24|UBL4	SGT|alphaSGT|hSGT	Co-crystal Structure	physical	Xu Y (2012)	23246001	9606	9606	Low Throughput	-	-	-	NMR	-	BIOGRID
836718	6449	3312	112347	109544	-	-	SGTA	HSPA8	SGT|alphaSGT|hSGT	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	Affinity Capture-Western	physical	Xu Y (2012)	23246001	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
836845	6449	7917	112347	113647	-	DADB-70P7.10-021	SGTA	BAG6	SGT|alphaSGT|hSGT	BAG-6|BAT3|D6S52E|G3	Reconstituted Complex	physical	Xu Y (2012)	23246001	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
836846	6449	8266	112347	113885	-	XX-FW89031B12.1	SGTA	UBL4A	SGT|alphaSGT|hSGT	DX254E|DXS254E|G6PD|GDX|GET5|MDY2|TMA24|UBL4	Reconstituted Complex	physical	Xu Y (2012)	23246001	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
859001	7917	6449	113647	112347	DADB-70P7.10-021	-	BAG6	SGTA	BAG-6|BAT3|D6S52E|G3	SGT|alphaSGT|hSGT	Reconstituted Complex	physical	Leznicki P (2013)	23533635	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
859002	8266	6449	113885	112347	XX-FW89031B12.1	-	UBL4A	SGTA	DX254E|DXS254E|G6PD|GDX|GET5|MDY2|TMA24|UBL4	SGT|alphaSGT|hSGT	Reconstituted Complex	physical	Leznicki P (2013)	23533635	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
859005	854038	6449	34289	112347	YOL111C	-	MDY2	SGTA	GET5|TMA24	SGT|alphaSGT|hSGT	Reconstituted Complex	physical	Leznicki P (2013)	23533635	559292	9606	Low Throughput	-	-	-	-	-	BIOGRID
859006	10952	6449	116152	112347	-	-	SEC61B	SGTA	-	SGT|alphaSGT|hSGT	Reconstituted Complex	physical	Leznicki P (2013)	23533635	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
879368	24468	6449	246629	112347	-	-	Hspa8	SGTA	Hsc70	SGT|alphaSGT|hSGT	Two-hybrid	physical	Liu FH (1999)	10567422	10116	9606	Low Throughput	-	-	-	-	-	BIOGRID
879371	3312	6449	109544	112347	-	-	HSPA8	SGTA	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	SGT|alphaSGT|hSGT	Reconstituted Complex	physical	Liu FH (1999)	10567422	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
891653	3661	6449	109869	112347	-	-	IRF3	SGTA	-	SGT|alphaSGT|hSGT	Affinity Capture-Western	physical	Wang J (2011)	21988832	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
891654	3663	6449	109871	112347	-	-	IRF5	SGTA	SLEB10	SGT|alphaSGT|hSGT	Affinity Capture-Western	physical	Wang J (2011)	21988832	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
892416	3326	6449	109558	112347	RP1-302G2.1	-	HSP90AB1	SGTA	D6S182|HSP84|HSP90B|HSPC2|HSPCB	SGT|alphaSGT|hSGT	Two-hybrid	physical	Wang J (2011)	21988832	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
893099	6449	6696	112347	112574	-	PSEC0156	SGTA	SPP1	SGT|alphaSGT|hSGT	BNSP|BSPI|ETA-1|OPN	Two-hybrid	physical	Wang J (2011)	21988832	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
893466	712	6449	107173	112347	-	-	C1QA	SGTA	-	SGT|alphaSGT|hSGT	Two-hybrid	physical	Wang J (2011)	21988832	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
893814	3312	6449	109544	112347	-	-	HSPA8	SGTA	HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71	SGT|alphaSGT|hSGT	Two-hybrid	physical	Wang J (2011)	21988832	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
893838	3576	6449	109790	112347	-	-	CXCL8	SGTA	GCP-1|GCP1|IL8|LECT|LUCT|LYNAP|MDNCF|MONAP|NAF|NAP-1|NAP1	SGT|alphaSGT|hSGT	Two-hybrid	physical	Wang J (2011)	21988832	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
893850	3661	6449	109869	112347	-	-	IRF3	SGTA	-	SGT|alphaSGT|hSGT	Two-hybrid	physical	Wang J (2011)	21988832	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
893851	3663	6449	109871	112347	-	-	IRF5	SGTA	SLEB10	SGT|alphaSGT|hSGT	Two-hybrid	physical	Wang J (2011)	21988832	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
893938	4267	6449	110420	112347	-	-	CD99	SGTA	HBA71|MIC2|MIC2X|MIC2Y|MSK5X	SGT|alphaSGT|hSGT	Two-hybrid	physical	Wang J (2011)	21988832	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
894083	5764	6449	111731	112347	-	-	PTN	SGTA	HARP|HBGF8|HBNF|NEGF1	SGT|alphaSGT|hSGT	Two-hybrid	physical	Wang J (2011)	21988832	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
894135	6449	7132	112347	112986	-	-	SGTA	TNFRSF1A	SGT|alphaSGT|hSGT	CD120a|FPF|MS5|TBP1|TNF-R|TNF-R-I|TNF-R55|TNFAR|TNFR1|TNFR1-d2|TNFR55|TNFR60|p55|p55-R|p60	Two-hybrid	physical	Wang J (2011)	21988832	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
894136	8554	6449	114124	112347	-	-	PIAS1	SGTA	DDXBP1|GBP|GU/RH-II|ZMIZ3	SGT|alphaSGT|hSGT	Two-hybrid	physical	Wang J (2011)	21988832	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
894371	10482	6449	115745	112347	-	-	NXF1	SGTA	MEX67|TAP	SGT|alphaSGT|hSGT	Two-hybrid	physical	Wang J (2011)	21988832	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
894495	11345	6449	116473	112347	-	-	GABARAPL2	SGTA	ATG8|ATG8C|GATE-16|GATE16|GEF-2|GEF2	SGT|alphaSGT|hSGT	Two-hybrid	physical	Wang J (2011)	21988832	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
895085	83596	6449	123692	112347	-	-	BCL2L12	SGTA	-	SGT|alphaSGT|hSGT	Two-hybrid	physical	Wang J (2011)	21988832	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
919836	6449	60496	112347	121927	-	CGI-80	SGTA	AASDHPPT	SGT|alphaSGT|hSGT	AASD-PPT|LYS2|LYS5	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
919860	6449	10449	112347	115713	-	-	SGTA	ACAA2	SGT|alphaSGT|hSGT	DSAEC	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920541	6449	829	112347	107279	-	-	SGTA	CAPZA1	SGT|alphaSGT|hSGT	CAPPA1|CAPZ|CAZ1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920548	6449	830	112347	107280	-	-	SGTA	CAPZA2	SGT|alphaSGT|hSGT	CAPPA2|CAPZ	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
920809	6449	1488	112347	107870	-	RP11-59C5.2	SGTA	CTBP2	SGT|alphaSGT|hSGT	-	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921028	6449	10072	112347	115383	-	hCG_2016942	SGTA	DPP3	SGT|alphaSGT|hSGT	DPPIII	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921562	6449	8836	112347	114363	-	-	SGTA	GGH	SGT|alphaSGT|hSGT	GH	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
921848	6449	3098	112347	109345	-	-	SGTA	HK1	SGT|alphaSGT|hSGT	HK1-ta|HK1-tb|HK1-tc|HKD|HKI|HMSNR|HXK1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
923310	6449	26986	112347	117939	-	-	SGTA	PABPC1	SGT|alphaSGT|hSGT	PAB1|PABP|PABP1|PABPC2|PABPL1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
923441	6449	5111	112347	111142	-	-	SGTA	PCNA	SGT|alphaSGT|hSGT	ATLD2	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
923461	6449	11235	112347	116400	-	-	SGTA	PDCD10	SGT|alphaSGT|hSGT	CCM3|TFAR15	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
925548	2664	6449	108932	112347	XX-FW81657B9.1	-	GDI1	SGTA	1A|GDIL|MRX41|MRX48|OPHN2|RABGD1A|RABGDIA|XAP-4	SGT|alphaSGT|hSGT	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
926138	6449	9319	112347	114730	-	-	SGTA	TRIP13	SGT|alphaSGT|hSGT	16E1BP	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
926139	6449	7205	112347	113056	-	tcag7.1300	SGTA	TRIP6	SGT|alphaSGT|hSGT	OIP-1|OIP1|TRIP-6|TRIP6i2|ZRP-1	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
926789	6449	7529	112347	113361	-	RP1-148E22.1	SGTA	YWHAB	SGT|alphaSGT|hSGT	GW128|HEL-S-1|HS1|KCIP-1|YWHAA	Co-fractionation	physical	Kristensen AR (2012)	22863883	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
949482	6449	9532	112347	114908	-	RP3-496N17.2	SGTA	BAG2	SGT|alphaSGT|hSGT	BAG-2|dJ417I1.2	Affinity Capture-Luminescence	physical	Taipale M (2014)	25036637	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
949483	6449	8266	112347	113885	-	XX-FW89031B12.1	SGTA	UBL4A	SGT|alphaSGT|hSGT	DX254E|DXS254E|G6PD|GDX|GET5|MDY2|TMA24|UBL4	Affinity Capture-Luminescence	physical	Taipale M (2014)	25036637	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
949484	6449	51608	112347	119636	-	CGI-20	SGTA	GET4	SGT|alphaSGT|hSGT	C7orf20|CEE|TRC35	Affinity Capture-Luminescence	physical	Taipale M (2014)	25036637	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
949485	6449	439	112347	106931	-	-	SGTA	ASNA1	SGT|alphaSGT|hSGT	ARSA-I|ARSA1|ASNA-I|GET3|TRC40|hASNA-I	Affinity Capture-Luminescence	physical	Taipale M (2014)	25036637	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
949486	6449	7917	112347	113647	-	DADB-70P7.10-021	SGTA	BAG6	SGT|alphaSGT|hSGT	BAG-6|BAT3|D6S52E|G3	Affinity Capture-Luminescence	physical	Taipale M (2014)	25036637	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
949487	6449	54788	112347	120150	-	-	SGTA	DNAJB12	SGT|alphaSGT|hSGT	DJ10	Affinity Capture-Luminescence	physical	Taipale M (2014)	25036637	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
949488	6449	22824	112347	116500	-	-	SGTA	HSPA4L	SGT|alphaSGT|hSGT	APG-1|HSPH3|Osp94	Affinity Capture-Luminescence	physical	Taipale M (2014)	25036637	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
949710	6449	9532	112347	114908	-	RP3-496N17.2	SGTA	BAG2	SGT|alphaSGT|hSGT	BAG-2|dJ417I1.2	Affinity Capture-MS	physical	Taipale M (2014)	25036637	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
949725	6449	8266	112347	113885	-	XX-FW89031B12.1	SGTA	UBL4A	SGT|alphaSGT|hSGT	DX254E|DXS254E|G6PD|GDX|GET5|MDY2|TMA24|UBL4	Affinity Capture-MS	physical	Taipale M (2014)	25036637	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
949744	6449	51608	112347	119636	-	CGI-20	SGTA	GET4	SGT|alphaSGT|hSGT	C7orf20|CEE|TRC35	Affinity Capture-MS	physical	Taipale M (2014)	25036637	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
949834	6449	439	112347	106931	-	-	SGTA	ASNA1	SGT|alphaSGT|hSGT	ARSA-I|ARSA1|ASNA-I|GET3|TRC40|hASNA-I	Affinity Capture-MS	physical	Taipale M (2014)	25036637	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
949863	6449	7917	112347	113647	-	DADB-70P7.10-021	SGTA	BAG6	SGT|alphaSGT|hSGT	BAG-6|BAT3|D6S52E|G3	Affinity Capture-MS	physical	Taipale M (2014)	25036637	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
949989	6449	54788	112347	120150	-	-	SGTA	DNAJB12	SGT|alphaSGT|hSGT	DJ10	Affinity Capture-MS	physical	Taipale M (2014)	25036637	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
950003	6449	22824	112347	116500	-	-	SGTA	HSPA4L	SGT|alphaSGT|hSGT	APG-1|HSPH3|Osp94	Affinity Capture-MS	physical	Taipale M (2014)	25036637	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
1033835	10952	6449	116152	112347	-	-	SEC61B	SGTA	-	SGT|alphaSGT|hSGT	Affinity Capture-Western	physical	Leznicki P (2010)	20516149	9606	9606	Low Throughput	-	-	-	SEC61B and SERP1 were used to identify cytosolic factors that bound these TA proteins|The SGTA protein is from rabbit but no identifier for the protein was available at the time of curation	-	BIOGRID
1033836	27230	6449	118079	112347	-	-	SERP1	SGTA	RAMP4	SGT|alphaSGT|hSGT	Affinity Capture-Western	physical	Leznicki P (2010)	20516149	9606	9606	Low Throughput	-	-	-	SEC61B and SERP1 were used to identify cytosolic factors that bound these TA proteins|The SGTA protein is from rabbit but no identifier for the protein was available at the time of curation	-	BIOGRID
1037440	974	6449	107412	112347	-	-	CD79B	SGTA	AGM6|B29|IGB	SGT|alphaSGT|hSGT	Two-hybrid	physical	Rolland T (2014)	25416956	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1037463	1013	6449	107448	112347	-	-	CDH15	SGTA	CDH14|CDH3|CDHM|MCAD|MRD3	SGT|alphaSGT|hSGT	Two-hybrid	physical	Rolland T (2014)	25416956	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1037640	1278	6449	107675	112347	-	-	COL1A2	SGTA	OI4	SGT|alphaSGT|hSGT	Two-hybrid	physical	Rolland T (2014)	25416956	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
1037654	1296	6449	107693	112347	RP4-665N4.3	-	COL8A2	SGTA	FECD|FECD1|PPCD|PPCD2	SGT|alphaSGT|hSGT	Two-hybrid	physical	Rolland T (2014)	25416956	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
